regulon_name,regulated_genes,regulated_operon,regulated_tu,total_of_regulatory_interaction,total_of_binding_sites,geneId,leftEndPos,rightEndPos,strand,geneSynonyms,otherDbsGeneIds,productId,productName,productSynonyms,otherDbsProductsIds 
rcnr,3,2,2,4,4,RDBECOLIGNC03976,2185524.0,2185796.0,reverse,"yohL,G7137",[STRING:511145.b2105][ASAP:ABE-0006964][ECHOBASE:EB3823][OU-MICROARRAY:b2105][ECOCYC:G7137][REFSEQ:b2105],RDBECOLIPDC02616,DNA-binding transcriptional repressor RcnR,"YohL,RcnR",[ALPHAFOLD:P64530][INTERPRO:IPR003735][PANTHER:PTHR33677][PFAM:PF02583][SMR:P64530][PRIDE:P64530][PRODB:PRO_000023688][ECOLIWIKI:b2105][UNIPROT:P64530][REFSEQ:NP_416608][ECOCYC:G7137-MONOMER] 
marr,3,1,1,2,2,RDBECOLIGNC01398,1619120.0,1619554.0,forward,"cfxB,inaR,soxQ,EG11435",[STRING:511145.b1530][ASAP:ABE-0005110][ECHOBASE:EB1405][OU-MICROARRAY:b1530][CGSC:30935][ECOCYC:EG11435][REFSEQ:b1530],RDBECOLIPDC03951,DNA-binding transcriptional repressor MarR,"SoxQ,InaR,CfxB,MarR",[ALPHAFOLD:P27245][INTERPRO:IPR000835][PDB:1JGS][PFAM:PF01047][PRIDE:P27245][SMR:P27245][DIP:DIP-10164N][SMART:SM00347][PROSITE:PS01117][PRINTS:PR00598][PRODB:PRO_000023167][ECOLIWIKI:b1530][REFSEQ:NP_416047][MODBASE:P27245][UNIPROT:P27245][ECOCYC:PD00364] 
fadr,23,17,17,20,20,RDBECOLIGNC00275,1234938.0,1235657.0,forward,"dec,ole,oleR,thdB,EG10281",[STRING:511145.b1187][ASAP:ABE-0003988][ECHOBASE:EB0277][OU-MICROARRAY:b1187][CGSC:789][ECOCYC:EG10281][REFSEQ:b1187],RDBECOLIPDC03971,DNA-binding transcriptional dual regulator FadR,"Ole,Dec,ThdB,OleR,FadR",[ALPHAFOLD:P0A8V6][INTERPRO:IPR014178][PANTHER:PTHR43537:SF10][PFAM:PF07840][DIP:DIP-9564N][PDB:1HW2][SMR:P0A8V6][SMART:SM00345][PROSITE:PS50949][PRIDE:P0A8V6][PRINTS:PR00035][PRODB:PRO_000022573][ECOLIWIKI:b1187][REFSEQ:NP_415705][MODBASE:P0A8V6][UNIPROT:P0A8V6][ECOCYC:PD01520] 
fear,2,2,2,4,4,RDBECOLIGNC03567,1446378.0,1447283.0,reverse,"ydbM,maoX,maoB,G6706",[STRING:511145.b1384][ASAP:ABE-0004630][ECHOBASE:EB3198][OU-MICROARRAY:b1384][ECOCYC:G6706][REFSEQ:b1384],RDBECOLIPDC02278,DNA-binding transcriptional activator FeaR,"MaoX,YdbM,MaoB,FeaR",[ALPHAFOLD:Q47129][INTERPRO:IPR009057][PFAM:PF12833][SMR:Q47129][SMART:SM00342][PROSITE:PS01124][PRIDE:Q47129][PRINTS:PR00032][PRODB:PRO_000022590][ECOLIWIKI:b1384][MODBASE:Q47129][REFSEQ:NP_415902][UNIPROT:Q47129][ECOCYC:G6706-MONOMER] 
fnr,324,115,138,204,170,RDBECOLIGNC00319,1398774.0,1399526.0,reverse,"nirA,nirR,ossA,oxrA,EG10325",[STRING:511145.b1334][ASAP:ABE-0004475][ECHOBASE:EB0321][OU-MICROARRAY:b1334][CGSC:745][ECOCYC:EG10325][REFSEQ:b1334],RDBECOLIPDC03920,DNA-binding transcriptional dual regulator FNR,"OssA,NirR,NirA,OxrA,Fnr",[ALPHAFOLD:P0A9E5][PFAM:PF00325][INTERPRO:IPR018490][DIP:DIP-9669N][SMR:P0A9E5][SMART:SM00100][PROSITE:PS50042][PRIDE:P0A9E5][PRINTS:PR00034][PRODB:PRO_000022676][ECOLIWIKI:b1334][MODBASE:P0A9E5][UNIPROT:P0A9E5][REFSEQ:NP_415850][ECOCYC:PD00197] 
yefm,2,1,1,2,2,RDBECOLIGNC02392,2089462.0,2089713.0,reverse,EG12844,[STRING:511145.b2017][ASAP:ABE-0006705][ECHOBASE:EB2693][OU-MICROARRAY:b2017][ECOCYC:EG12844][REFSEQ:b2017],RDBECOLIPDC01653,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor,YefM,[ALPHAFOLD:P69346][DISPROT:DP01488][INTERPRO:IPR006442][MINT:P69346][PFAM:PF02604][SMR:P69346][PDB:2A6Q][PRIDE:P69346][ECOLIWIKI:b2017][UNIPROT:P69346][REFSEQ:NP_416521][ECOCYC:EG12844-MONOMER] 
nadr,4,3,3,3,3,RDBECOLIGNC01305,4627315.0,4628547.0,forward,"nadI,EG11335",[STRING:511145.b4390][ASAP:ABE-0014397][ECHOBASE:EB1311][OU-MICROARRAY:b4390][ECOCYC:EG11335][REFSEQ:b4390],RDBECOLIPDC03991,DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,"NadI,NadR",[ALPHAFOLD:P27278][INTERPRO:IPR016429][PFAM:PF01381][SMR:P27278][SMART:SM00530][PROSITE:PS50943][PRIDE:P27278][ECOLIWIKI:b4390][MODBASE:P27278][SWISSMODEL:P27278][REFSEQ:NP_418807][UNIPROT:P27278][ECOCYC:PD04413] 
alpa,3,1,1,2,0,RDBECOLIGNC02011,2758644.0,2758856.0,forward,EG12112,[STRING:511145.b2624][ASAP:ABE-0008636][ECHOBASE:EB2035][OU-MICROARRAY:b2624][CGSC:33086][ECOCYC:EG12112][REFSEQ:b2624],RDBECOLIPDC03975,CP4-57 prophage; DNA-binding transcriptional activator AlpA,AlpA,[ALPHAFOLD:P33997][PFAM:PF05930][PRIDE:P33997][INTERPRO:IPR010260][PRODB:PRO_000022085][ECOLIWIKI:b2624][REFSEQ:NP_417113][UNIPROT:P33997][ECOCYC:PD02850] 
cdar,10,4,4,4,0,RDBECOLIGNC02205,182463.0,183620.0,forward,"sdaR,yaeG,EG12335",[STRING:511145.b0162][ASAP:ABE-0000554][ECHOBASE:EB2239][OU-MICROARRAY:b0162][ECOCYC:EG12335][REFSEQ:b0162],RDBECOLIPDC01549,DNA-binding transcriptional activator CdaR,"SdaR,CdaR,YaeG",[ALPHAFOLD:P37047][INTERPRO:IPR008599][PFAM:PF13556][PRIDE:P37047][DIP:DIP-9258N][PRODB:PRO_000022264][ECOLIWIKI:b0162][REFSEQ:NP_414704][UNIPROT:P37047][ECOCYC:EG12335-MONOMER] 
ilvy,2,2,3,6,4,RDBECOLIGNC00495,3956927.0,3957820.0,reverse,EG10503,[STRING:511145.b3773][ASAP:ABE-0012323][ECHOBASE:EB0498][OU-MICROARRAY:b3773][CGSC:598][ECOCYC:EG10503][REFSEQ:b3773],RDBECOLIPDC03921,DNA-binding transcriptional dual regulator IlvY,"IlvY,positive regulator for ilvC",[ALPHAFOLD:P05827][INTERPRO:IPR005119][PFAM:PF03466][SMR:P05827][DIP:DIP-10028N][PROSITE:PS50931][PRIDE:P05827][PRINTS:PR00039][ECOLIWIKI:b3773][MODBASE:P05827][REFSEQ:NP_418221][UNIPROT:P05827][ECOCYC:PD00200] 
nac,532,12,16,533,503,RDBECOLIGNC03916,2061016.0,2061933.0,reverse,G7072,[STRING:511145.b1988][ASAP:ABE-0006594][ECHOBASE:EB4013][OU-MICROARRAY:b1988][ECOCYC:G7072][REFSEQ:b1988],RDBECOLIPDC02568,DNA-binding transcriptional dual regulator Nac,Nac,[ALPHAFOLD:Q47005][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:Q47005][SMR:Q47005][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000023331][ECOLIWIKI:b1988][MODBASE:Q47005][REFSEQ:NP_416493][UNIPROT:Q47005][ECOCYC:G7072-MONOMER] 
slya,48,9,9,25,25,RDBECOLIGNC03735,1720390.0,1720824.0,reverse,G6882,[STRING:511145.b1642][ASAP:ABE-0005495][ECHOBASE:EB3184][OU-MICROARRAY:b1642][ECOCYC:G6882][REFSEQ:b1642],RDBECOLIPDC02412,DNA-binding transcriptional dual regulator SlyA,SlyA,[ALPHAFOLD:P0A8W2][INTERPRO:IPR000835][PFAM:PF01047][SMR:P0A8W2][SMART:SM00347][PROSITE:PS01117][PRIDE:P0A8W2][PRINTS:PR00598][PRODB:PRO_000023957][ECOLIWIKI:b1642][MODBASE:P0A8W2][SWISSMODEL:P0A8W2][UNIPROT:P0A8W2][REFSEQ:NP_416159][ECOCYC:G6882-MONOMER] 
csqr,5,3,3,3,3,RDBECOLIGNC01777,4074669.0,4075454.0,forward,"yihW,EG11849",[STRING:511145.b3884][ASAP:ABE-0012683][ECHOBASE:EB1795][OU-MICROARRAY:b3884][ECOCYC:EG11849][REFSEQ:b3884],RDBECOLIPDC01253,DNA-binding transcriptional dual regulator CsqR,"CsqR,YihW",[ALPHAFOLD:P32144][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-12504N][SMART:SM00420][PROSITE:PS00894][PRIDE:P32144][PRINTS:PR00037][ECOLIWIKI:b3884][MODBASE:P32144][REFSEQ:NP_418320][UNIPROT:P32144][ECOCYC:EG11849-MONOMER] 
ycjw,12,0,0,1,1,RDBECOLIGNC03520,1382963.0,1383961.0,reverse,G6658,[STRING:511145.b1320][ASAP:ABE-0004428][ECHOBASE:EB3679][OU-MICROARRAY:b1320][ECOCYC:G6658][REFSEQ:b1320],RDBECOLIPDC02236,DNA-binding transcriptional repressor YcjW,"YcjW,putative LacI-type DNA-binding transcriptional regulator YcjW",[INTERPRO:IPR010982][ALPHAFOLD:P77615][PFAM:PF00532][SMR:P77615][DIP:DIP-11614N][SMART:SM00354][PROSITE:PS00356][PRIDE:P77615][PRINTS:PR00036][ECOLIWIKI:b1320][MODBASE:P77615][REFSEQ:NP_415836][UNIPROT:P77615][ECOCYC:G6658-MONOMER] 
hicb,2,1,1,1,1,RDBECOLIGNC03604,1509508.0,1509924.0,forward,"ydcQ,G6749",[STRING:511145.b1438][ASAP:ABE-0004796][ECHOBASE:EB3523][OU-MICROARRAY:b1438][ECOCYC:G6749][REFSEQ:b1438],RDBECOLIPDC02310,antitoxin of the HicA-HicB toxin-antitoxin system /  DNA-binding transcriptional repressor HicB,"YdcQ,HicB",[ALPHAFOLD:P67697][PDB:6HPB][INTERPRO:IPR001387][PFAM:PF01381][PRIDE:P67697][SMR:P67697][DIP:DIP-48269N][SMART:SM00530][PROSITE:PS50943][ECOLIWIKI:b1438][UNIPROT:P67697][REFSEQ:NP_415955][ECOCYC:G6749-MONOMER] 
ydeo,22,7,10,11,8,RDBECOLIGNC03643,1582926.0,1583687.0,reverse,G6789,[STRING:511145.b1499][ASAP:ABE-0004992][ECHOBASE:EB3558][OU-MICROARRAY:b1499][ECOCYC:G6789][REFSEQ:b1499],RDBECOLIPDC02337,DNA-binding transcriptional dual regulator YdeO,YdeO,[ALPHAFOLD:P76135][PFAM:PF12833][PRIDE:P76135][SMR:P76135][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][ECOLIWIKI:b1499][MODBASE:P76135][REFSEQ:NP_416016][UNIPROT:P76135][ECOCYC:G6789-MONOMER] 
uxur,11,6,6,12,11,RDBECOLIGNC02442,4554576.0,4555349.0,forward,EG20249,[STRING:511145.b4324][ASAP:ABE-0014179][ECHOBASE:EB4151][OU-MICROARRAY:b4324][CGSC:12][ECOCYC:EG20249][REFSEQ:b4324],RDBECOLIPDC01679,DNA-binding transcriptional repressor UxuR,UxuR,[ALPHAFOLD:P39161][INTERPRO:IPR011711][PFAM:PF07729][PRIDE:P39161][SMR:P39161][DIP:DIP-11110N][SMART:SM00895][PROSITE:PS50949][PRINTS:PR00035][PRODB:PRO_000024208][ECOLIWIKI:b4324][MODBASE:P39161][REFSEQ:NP_418744][UNIPROT:P39161][ECOCYC:EG20249-MONOMER] 
mntr,5,4,5,7,6,RDBECOLIGNC03289,853183.0,853650.0,forward,"ybiQ,G6420",[STRING:511145.b0817][ASAP:ABE-0002793][ECHOBASE:EB3106][OU-MICROARRAY:b0817][ECOCYC:G6420][REFSEQ:b0817],RDBECOLIPDC02040,DNA-binding transcriptional dual regulator MntR,"MntR,YbiQ",[ALPHAFOLD:P0A9F1][INTERPRO:IPR001367][PFAM:PF02742][PRIDE:P0A9F1][SMR:P0A9F1][DIP:DIP-28083N][SMART:SM00529][PROSITE:PS50944][PDB:2H09][PRODB:PRO_000023259][ECOLIWIKI:b0817][MODBASE:P0A9F1][UNIPROT:P0A9F1][REFSEQ:NP_415338][ECOCYC:G6420-MONOMER] 
frlr,5,1,1,1,1,RDBECOLIGNC04517,3504052.0,3504783.0,forward,"yhfR,G7727",[STRING:511145.b3375][ASAP:ABE-0011031][ECHOBASE:EB2749][OU-MICROARRAY:b3375][ECOCYC:G7727][REFSEQ:b3375],RDBECOLIPDC03097,DNA-binding transcriptional regulator FrlR,"YhfR,FrlR",[ALPHAFOLD:P45544][INTERPRO:IPR000524][PFAM:PF07702][SMR:P45544][DIP:DIP-12327N][SMART:SM00345][PROSITE:PS50949][PRIDE:P45544][PRINTS:PR00035][PRODB:PRO_000022693][ECOLIWIKI:b3375][MODBASE:P45544][REFSEQ:NP_417834][UNIPROT:P45544][ECOCYC:G7727-MONOMER] 
bira,5,2,2,2,2,RDBECOLIGNC00119,4173082.0,4174047.0,forward,"bioR,dhbB,EG10123",[MIM:253270][STRING:511145.b3973][ASAP:ABE-0013001][ECHOBASE:EB0121][OU-MICROARRAY:b3973][CGSC:952][ECOCYC:EG10123][REFSEQ:b3973],RDBECOLIPDC00211,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,"BirA,BioR,DhbB,biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor",[INTERPRO:IPR004408][ALPHAFOLD:P06709][PFAM:PF02237][PRIDE:P06709][PDB:1HXD][PROSITE:PS51733][SMR:P06709][DIP:DIP-9224N][DISPROT:DP00349][PRODB:PRO_000022227][ECOLIWIKI:b3973][REFSEQ:NP_418404][MODBASE:P06709][UNIPROT:P06709][ECOCYC:BIOTINLIG-MONOMER] 
gcva,5,3,3,10,10,RDBECOLIGNC01726,2941650.0,2942567.0,reverse,EG11795,[STRING:511145.b2808][ASAP:ABE-0009202][ECHOBASE:EB1743][OU-MICROARRAY:b2808][CGSC:28676][ECOCYC:EG11795][REFSEQ:b2808],RDBECOLIPDC03944,DNA-binding transcriptional dual regulator GcvA,"GcvA,positive regulator of gcv operon",[ALPHAFOLD:P0A9F6][INTERPRO:IPR005119][PFAM:PF03466][DIP:DIP-9751N][PRIDE:P0A9F6][SMR:P0A9F6][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000022762][ECOLIWIKI:b2808][MODBASE:P0A9F6][UNIPROT:P0A9F6][REFSEQ:NP_417288][ECOCYC:PD00339] 
deor,6,3,4,8,8,RDBECOLIGNC00217,881976.0,882734.0,reverse,"nucR,EG10223",[STRING:511145.b0840][ASAP:ABE-0002862][ECHOBASE:EB0219][OU-MICROARRAY:b0840][CGSC:864][ECOCYC:EG10223][REFSEQ:b0840],RDBECOLIPDC03967,DNA-binding transcriptional repressor DeoR,"NucR,DeoR,transcriptional repressor for deo operon, tsx, nupG",[PDB:7L6L][ALPHAFOLD:P0ACK5][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-9430N][SMART:SM00420][PROSITE:PS00894][PRIDE:P0ACK5][PRODB:PRO_000022431][ECOLIWIKI:b0840][MODBASE:P0ACK5][UNIPROT:P0ACK5][REFSEQ:NP_415361][ECOCYC:PD01196] 
nrdr,9,3,3,6,6,RDBECOLIGNC01290,433002.0,433451.0,forward,"ybaD,EG11320",[STRING:511145.b0413][ASAP:ABE-0001437][ECHOBASE:EB1296][OU-MICROARRAY:b0413][ECOCYC:EG11320][REFSEQ:b0413],RDBECOLIPDC00962,NrdR transcriptional repressor,"YbaD,NrdR",[ALPHAFOLD:P0A8D0][PANTHER:PTHR30455][PFAM:PF03477][DIP:DIP-31842N][INTERPRO:IPR005144][PROSITE:PS51161][PRIDE:P0A8D0][PRODB:PRO_000023410][ECOLIWIKI:b0413][UNIPROT:P0A8D0][REFSEQ:NP_414947][ECOCYC:EG11320-MONOMER] 
srlr,7,1,1,1,1,RDBECOLIGNC00962,2829047.0,2829820.0,forward,"gutR,EG10974",[STRING:511145.b2707][ASAP:ABE-0008900][ECHOBASE:EB0967][OU-MICROARRAY:b2707][CGSC:152][ECOCYC:EG10974][REFSEQ:b2707],RDBECOLIPDC03939,DNA-binding transcriptional repressor SrlR,"GutR,SrlR",[ALPHAFOLD:P15082][SMR:P15082][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-10919N][SMART:SM00420][PROSITE:PS00894][PRIDE:P15082][PRODB:PRO_000023987][ECOLIWIKI:b2707][REFSEQ:NP_417187][MODBASE:P15082][UNIPROT:P15082][ECOCYC:PD00283] 
gatr,6,1,1,1,1,RDBECOLIGNC02053,2169693.0,2171727.0,reverse,"b2090,b2087,EG12162",[UNIPROT:P36930][OU-MICROARRAY:b2090][ASAP:ABE-0285099][CGSC:32562][ECOCYC:EG12162][REFSEQ:b4498],RDBECOLIPDC03943,"DNA-binding transcriptional repressor GatR, N-terminal fragment",GatR,[ALPHAFOLD:P36930][PFAM:PF08220][PRODB:PRO_000022757][ECOLIWIKI:b2090][MODBASE:P36930][UNIPROT:P36930][ECOCYC:PD00338] 
cysb,33,17,17,20,18,RDBECOLIGNC00179,1333855.0,1334829.0,forward,EG10184,[STRING:511145.b1275][ASAP:ABE-0004279][ECHOBASE:EB0181][OU-MICROARRAY:b1275][CGSC:897][ECOCYC:EG10184][REFSEQ:b1275],RDBECOLIPDC03929,DNA-binding transcriptional dual regulator CysB,"positive transcriptional regulator for cysteine regulon,CysB",[ALPHAFOLD:P0A9F3][INTERPRO:IPR005119][PFAM:PF03466][SMR:P0A9F3][DIP:DIP-36048N][PROSITE:PS50931][PRIDE:P0A9F3][PRINTS:PR00039][PRODB:PRO_000022374][ECOLIWIKI:b1275][MODBASE:P0A9F3][SWISSMODEL:P0A9F3][UNIPROT:P0A9F3][REFSEQ:NP_415791][ECOCYC:PD00232] 
nanr,11,4,6,12,12,RDBECOLIGNC04472,3373698.0,3374489.0,reverse,"yhcK,G7678",[STRING:511145.b3226][ASAP:ABE-0010584][ECHOBASE:EB2668][OU-MICROARRAY:b3226][ECOCYC:G7678][REFSEQ:b3226],RDBECOLIPDC03054,NanR,YhcK,[PDB:6ON4][ALPHAFOLD:P0A8W0][INTERPRO:IPR011711][PFAM:PF07729][DIP:DIP-12284N][SMR:P0A8W0][SMART:SM00895][PROSITE:PS50949][PRIDE:P0A8W0][PRINTS:PR00035][PRODB:PRO_000023344][ECOLIWIKI:b3226][MODBASE:P0A8W0][UNIPROT:P0A8W0][REFSEQ:NP_417693][ECOCYC:G7678-MONOMER] 
alas,1,1,1,1,1,RDBECOLIGNC00031,2819381.0,2822011.0,reverse,"act,ala-act,lovB,EG10034",[MIM:616339][STRING:511145.b2697][ASAP:ABE-0008869][ECHOBASE:EB0033][OU-MICROARRAY:b2697][CGSC:1039][ECOCYC:EG10034][REFSEQ:b2697],RDBECOLIPDC00063,alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor,"Act,LovB,AlaS,ala-act",[INTERPRO:IPR002318][ALPHAFOLD:P00957][PFAM:PF02272][SMR:P00957][DIP:DIP-9080N][SMART:SM00863][PROSITE:PS50860][PRIDE:P00957][PRINTS:PR00980][PDB:3HY0][PRODB:PRO_000022074][ECOLIWIKI:b2697][MODBASE:P00957][SWISSMODEL:P00957][REFSEQ:NP_417177][UNIPROT:P00957][ECOCYC:ALAS-MONOMER] 
mhpr,6,1,1,1,1,RDBECOLIGNC03093,367587.0,368420.0,reverse,G6201,[STRING:511145.b0346][ASAP:ABE-0001191][ECHOBASE:EB4169][OU-MICROARRAY:b0346][ECOCYC:G6201][REFSEQ:b0346],RDBECOLIPDC01897,DNA-binding transcriptional activator MhpR,MhpR,[ALPHAFOLD:P77569][INTERPRO:IPR014757][PFAM:PF01614][PRIDE:P77569][SMR:P77569][DIP:DIP-10211N][SMART:SM00346][PROSITE:PS51077][PRODB:PRO_000023234][ECOLIWIKI:b0346][MODBASE:P77569][REFSEQ:NP_414880][UNIPROT:P77569][ECOCYC:G6201-MONOMER] 
blur,4,1,2,2,1,RDBECOLIGNC03466,1213328.0,1214059.0,reverse,"ycgE,G6602",[STRING:511145.b1162][ASAP:ABE-0003900][ECHOBASE:EB3645][OU-MICROARRAY:b1162][ECOCYC:G6602][REFSEQ:b1162],RDBECOLIPDC02189,DNA-binding transcriptional repressor BluR,"BluR,YcgE",[ALPHAFOLD:P75989][PFAM:PF13411][PRIDE:P75989][SMR:P75989][DIP:DIP-11552N][INTERPRO:IPR009061][SMART:SM00422][PROSITE:PS00552][ECOLIWIKI:b1162][MODBASE:P75989][REFSEQ:NP_415680][UNIPROT:P75989][ECOCYC:G6602-MONOMER] 
pdhr,53,9,10,22,21,RDBECOLIGNC01075,122092.0,122856.0,forward,"aceC,genA,yacB,EG11088",[STRING:511145.b0113][ASAP:ABE-0000394][ECHOBASE:EB1080][OU-MICROARRAY:b0113][CGSC:30488][ECOCYC:EG11088][REFSEQ:b0113],RDBECOLIPDC00794,DNA-binding transcriptional dual regulator PdhR,"YacB,GenA,PdhR,AceC",[ALPHAFOLD:P0ACL9][INTERPRO:IPR011711][PFAM:PF07729][PDB:5TPM][PRIDE:P0ACL9][SMR:P0ACL9][SMART:SM00895][PROSITE:PS50949][PRINTS:PR00035][PRODB:PRO_000023501][ECOLIWIKI:b0113][REFSEQ:NP_414655][MODBASE:P0ACL9][UNIPROT:P0ACL9][ECOCYC:EG11088-MONOMER] 
murr,3,2,5,10,4,RDBECOLIGNC04091,2544752.0,2545609.0,reverse,"yfeT,G7262",[STRING:511145.b2427][ASAP:ABE-0008000][ECHOBASE:EB3913][OU-MICROARRAY:b2427][ECOCYC:G7262][REFSEQ:b2427],RDBECOLIPDC02720,DNA-binding transcriptional dual regulator MurR,"YfeT,MurR",[INTERPRO:IPR000281][ALPHAFOLD:P77245][PFAM:PF01380][SMR:P77245][DIP:DIP-12018N][PROSITE:PS51071][PRIDE:P77245][PRODB:PRO_000023322][ECOLIWIKI:b2427][MODBASE:P77245][REFSEQ:NP_416922][UNIPROT:P77245][ECOCYC:G7262-MONOMER] 
rhas,6,3,4,11,8,RDBECOLIGNC00833,4097736.0,4098572.0,forward,"rhaC2,EG10843",[STRING:511145.b3905][ASAP:ABE-0012745][ECHOBASE:EB0836][OU-MICROARRAY:b3905][CGSC:17950][ECOCYC:EG10843][REFSEQ:b3905],RDBECOLIPDC03926,DNA-binding transcriptional activator RhaS,RhaS,[ALPHAFOLD:P09377][INTERPRO:IPR009057][PFAM:PF12833][PRIDE:P09377][SMR:P09377][DIP:DIP-10694N][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][PRODB:PRO_000023738][ECOLIWIKI:b3905][MODBASE:P09377][REFSEQ:NP_418341][UNIPROT:P09377][ECOCYC:PD00221] 
rutr,17,7,9,7,6,RDBECOLIGNC02175,1074242.0,1074880.0,forward,"ycdC,EG12301",[STRING:511145.b1013][ASAP:ABE-0003422][ECHOBASE:EB2207][OU-MICROARRAY:b1013][ECOCYC:EG12301][REFSEQ:b1013],RDBECOLIPDC03969,DNA-binding transcriptional dual regulator RutR,"YcdC,RutR",[ALPHAFOLD:P0ACU2][INTERPRO:IPR009057][PFAM:PF08362][PRIDE:P0ACU2][PDB:3LOC][SMR:P0ACU2][PROSITE:PS50977][PRINTS:PR00455][PRODB:PRO_000023899][ECOLIWIKI:b1013][REFSEQ:NP_415533][MODBASE:P0ACU2][UNIPROT:P0ACU2][ECOCYC:PD01352] 
glrr,6,2,3,9,6,RDBECOLIGNC01257,2687469.0,2688803.0,reverse,"yfhA,qseF,EG11285",[STRING:511145.b2554][ASAP:ABE-0008400][ECHOBASE:EB1262][OU-MICROARRAY:b2554][ECOCYC:EG11285][REFSEQ:b2554],RDBECOLIPDC00937,DNA-binding transcriptional activator GlrR,"QseF,YfhA,GlrR,GlrR response regulator",[ALPHAFOLD:P0AFU4][PFAM:PF00158][DIP:DIP-12044N][INTERPRO:IPR003593][SMR:P0AFU4][SMART:SM00382][PROSITE:PS50110][PRIDE:P0AFU4][PRODB:PRO_000025109][ECOLIWIKI:b2554][MODBASE:P0AFU4][UNIPROT:P0AFU4][REFSEQ:NP_417049][ECOCYC:EG11285-MONOMER] 
malt,11,5,5,20,20,RDBECOLIGNC00554,3553085.0,3555790.0,forward,"malA,EG10562",[STRING:511145.b3418][ASAP:ABE-0011162][ECHOBASE:EB0557][OU-MICROARRAY:b3418][CGSC:526][ECOCYC:EG10562][REFSEQ:b3418],RDBECOLIPDC03930,DNA-binding transcriptional activator MalT,"MalA,MalT",[ALPHAFOLD:P06993][INTERPRO:IPR016032][PFAM:PF00196][SMR:P06993][DIP:DIP-10149N][SMART:SM00421][PROSITE:PS00622][PRIDE:P06993][PRINTS:PR00038][PDB:1HZ4][PRODB:PRO_000023155][ECOLIWIKI:b3418][REFSEQ:NP_417877][MODBASE:P06993][UNIPROT:P06993][ECOCYC:PD00237] 
arsr,3,1,1,1,1,RDBECOLIGNC02114,3648528.0,3648881.0,forward,"arsE,EG12235",[STRING:511145.b3501][ASAP:ABE-0011435][ECHOBASE:EB2147][CGSC:35993][OU-MICROARRAY:b3501][ECOCYC:EG12235][REFSEQ:b3501],RDBECOLIPDC01482,DNA-binding transcriptional repressor ArsR,"ArsE,ArsR",[ALPHAFOLD:P37309][INTERPRO:IPR018334][PFAM:PF01022][PRIDE:P37309][SMR:P37309][DIP:DIP-9163N][SMART:SM00418][PROSITE:PS00846][PRINTS:PR00778][PRODB:PRO_000022156][ECOLIWIKI:b3501][MODBASE:P37309][REFSEQ:NP_417958][UNIPROT:P37309][ECOCYC:EG12235-MONOMER] 
lsrr,9,2,2,2,2,RDBECOLIGNC03652,1600288.0,1601241.0,reverse,"ydeW,G6799",[STRING:511145.b1512][ASAP:ABE-0005045][ECHOBASE:EB3566][OU-MICROARRAY:b1512][ECOCYC:G6799][REFSEQ:b1512],RDBECOLIPDC02345,DNA-binding transcriptional repressor LsrR,"YdeW,LsrR",[ALPHAFOLD:P76141][INTERPRO:IPR007324][PFAM:PF04198][PDB:4GO1][SMR:P76141][DIP:DIP-11688N][PRIDE:P76141][PRODB:PRO_000023134][ECOLIWIKI:b1512][MODBASE:P76141][REFSEQ:NP_416029][UNIPROT:P76141][ECOCYC:G6799-MONOMER] 
phop,58,35,41,45,39,RDBECOLIGNC00721,1189776.0,1190447.0,reverse,EG10731,[STRING:511145.b1130][ASAP:ABE-0003807][ECHOBASE:EB0724][OU-MICROARRAY:b1130][CGSC:31919][ECOCYC:EG10731][REFSEQ:b1130],RDBECOLIPDC04023,DNA-binding transcriptional dual regulator PhoP,"PhoP,PhoP response regulator",[ALPHAFOLD:P23836][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_415648][PFAM:PF00486][PROSITE:PS50110][SMR:P23836][DIP:DIP-10500N][SMART:SM00448][PDB:2PKX][PRIDE:P23836][PRODB:PRO_000023544][ECOLIWIKI:b1130][MODBASE:P23836][UNIPROT:P23836][ECOCYC:PHOP-MONOMER] 
